Id,LotArea,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,GarageCars,SalePrice
684,11248,2002,1626,1668,2,3,285000
685,16770,1998,1195,1839,2,2,221000
686,5062,1984,1190,2090,2,2,207500
687,10207,2007,874,1761,3,2,227875
688,5105,2004,551,1102,2,2,148800
689,8089,2007,1419,1419,2,2,392000
690,7577,2005,1362,1362,2,2,194700
691,4426,2004,848,848,1,2,141000
692,21535,1994,2444,4316,3,3,755000
693,26178,1989,1210,2519,2,2,335000
694,5400,1921,1073,1073,1,1,108480
695,6120,1936,927,1539,1,2,141500
696,13811,1987,1112,1137,2,2,176000
697,6000,1921,616,616,1,1,89000
698,6420,1952,980,1148,1,1,123500
699,8450,1965,894,894,1,1,138500
700,4282,2004,1391,1391,2,2,196000
701,14331,2002,1800,1800,2,3,312500
702,9600,1969,1164,1164,1,2,140000
703,12438,2006,1234,2576,2,3,361919
704,7630,1900,360,1812,2,2,140000
705,8400,2004,1473,1484,2,2,213000
706,5600,1930,0,1092,2,0,55000
707,115149,1971,1643,1824,2,2,302000
708,6240,2006,1324,1324,2,2,254000
709,9018,2007,728,1456,2,2,179540
710,7162,1966,876,904,1,1,109900
711,4130,1935,270,729,1,0,52000
712,8712,1900,859,1178,1,1,102776
713,4671,1988,1228,1228,2,2,189000
714,9873,1970,960,960,1,2,129000
715,13517,1976,725,1479,2,2,130500
716,10140,1974,1064,1350,2,2,165000
717,10800,1890,718,2554,1,2,159500
718,10000,1973,1176,1178,1,2,157000
719,10542,1993,1311,2418,2,3,341000
720,9920,1969,971,971,1,1,128500
721,6563,1985,1742,1742,2,2,275000
722,4426,2004,848,848,1,2,143000
723,8120,1970,864,864,1,2,124500
724,8172,1954,941,1470,2,1,135000
725,13286,2007,1698,1698,2,3,320000
726,6960,1970,864,864,1,2,120500
727,21695,1988,880,1680,2,2,222000
728,7314,2007,1232,1232,2,2,194500
729,11475,1958,1584,1776,2,3,110000
730,6240,1925,780,1208,1,2,103000
731,5389,1995,1595,1616,2,2,236500
732,9590,2003,868,1146,2,2,187500
733,11404,1998,1153,2031,2,2,222500
734,10000,1961,864,1144,1,1,131400
735,8978,1968,948,948,1,1,108000
736,10800,1914,880,1768,1,2,163000
737,8544,1950,0,1040,2,2,93500
738,10463,2005,893,1801,2,3,239900
739,10800,1987,1200,1200,3,0,179000
740,9313,2004,864,1728,2,2,190000
741,9600,1910,264,1432,2,2,132000
742,6768,1961,912,912,1,1,142000
743,8450,2000,1349,1349,2,2,179000
744,12886,1963,520,1464,2,2,175000
745,5395,1993,1337,1337,2,2,180000
746,8963,1976,1142,2715,3,2,299800
747,8795,2000,952,2256,2,2,236000
748,11700,1880,1240,2640,1,4,265979
749,10593,1996,1720,1720,2,2,260400
750,8405,1945,0,1529,2,1,98000
751,8800,1910,576,1140,1,0,96500
752,7750,2003,660,1320,2,2,162000
753,9236,1997,1479,1494,2,2,217000
754,10240,2005,1030,2098,2,3,275500
755,7930,1969,1026,1026,1,2,156000
756,3230,1999,729,1471,2,2,172500
757,10769,2007,866,1768,2,2,212000
758,11616,1978,672,1386,2,2,158900
759,2280,1999,744,1501,2,2,179400
760,12257,1995,1318,2531,2,3,290000
761,9100,1959,864,864,1,1,127500
762,6911,1924,1145,1301,1,2,100000
763,8640,2009,756,1547,2,2,215200
764,9430,1999,1252,2365,2,3,337000
765,9549,1995,1494,1494,1,2,270000
766,14587,2008,1498,1506,2,2,264132
767,10421,1988,980,1714,2,2,196500
768,12508,1940,983,1750,2,1,160000
769,9100,2004,1860,1836,2,2,216837
770,53504,2003,1650,3279,3,3,538000
771,7252,1982,858,858,1,2,134900
772,8877,1951,836,1220,1,2,102000
773,7819,1976,1029,1117,1,2,107000
774,10150,1958,912,912,1,1,114500
775,14226,2006,1935,1973,2,3,395000
776,4500,1998,1204,1204,2,2,162000
777,11210,2005,1614,1614,2,3,221500
778,13350,1974,864,894,1,2,142500
779,8400,1977,0,2020,2,2,144000
780,10530,1977,975,1004,1,2,135000
781,7875,1995,1237,1253,2,2,176000
782,7153,1992,761,1603,2,2,175900
783,16285,2001,1413,1430,2,2,187100
784,9101,1978,1097,1110,1,2,165500
785,6300,1914,742,1484,2,0,128000
786,9790,1967,1372,1342,2,2,161500
787,10800,1915,686,1652,2,1,139000
788,10142,2004,956,2084,2,2,233000
789,6000,1954,901,901,1,1,107900
790,12205,1966,832,2087,2,2,187500
791,3182,2005,1145,1145,2,2,160200
792,11333,1976,1029,1062,1,2,146800
793,9920,1996,1117,2013,2,2,269790
794,9158,2007,1496,1496,2,2,225000
795,10832,1994,712,1895,2,2,194500
796,8400,1980,650,1564,2,2,171000
797,8197,1977,660,1285,1,2,143500
798,7677,1953,773,773,1,1,110000
799,13518,2008,1926,3140,3,3,485000
800,7200,1937,731,1768,1,1,175000
801,12798,1997,616,1688,2,2,200000
802,4800,1916,1196,1196,1,2,109900
803,8199,2005,728,1456,2,2,189000
804,13891,2008,1734,2822,3,3,582933
805,9000,1954,936,1128,1,1,118000
806,12274,2008,1417,1428,2,2,227680
807,9750,1967,980,980,2,1,135500
808,21384,1923,1324,1576,1,2,223500
809,13400,1966,1024,1086,1,2,159950
810,8100,1898,849,2138,2,2,106000
811,10140,1974,1040,1309,1,2,181000
812,4438,2004,848,848,1,2,144500
813,8712,1952,540,1044,1,2,55993
814,9750,1958,1442,1442,1,1,157900
815,8248,1918,686,1250,1,1,116000
816,12137,1998,1649,1661,2,2,224900
817,11425,1954,1008,1008,1,1,137000
818,13265,2002,1568,1689,2,3,271000
819,8816,1971,1010,1052,1,2,155000
820,6371,2009,1358,1358,2,2,224000
821,7226,2003,798,1640,2,2,183000
822,6000,1953,936,936,1,2,93000
823,12394,2003,847,1733,2,2,225000
824,9900,1940,778,1489,2,1,139500
825,11216,2006,1489,1489,2,2,232600
826,14803,2007,2078,2084,2,3,385000
827,6130,1924,784,784,1,0,109500
828,8529,2001,1454,1434,2,2,189000
829,28698,1967,1013,2126,2,2,185000
830,2544,2005,600,1223,2,2,147400
831,11900,1957,1392,1392,1,2,166000
832,3180,2005,600,1200,2,2,151000
833,9548,2003,941,1829,2,2,237000
834,10004,1964,1516,1516,1,2,167000
835,7875,1961,1144,1144,1,2,139950
836,9600,1950,1067,1067,2,2,128000
837,8100,1948,1559,1559,1,2,153500
838,1680,1973,483,987,1,1,100000
839,9525,1995,1099,1099,1,1,144000
840,11767,1946,768,1200,1,1,130500
841,12155,1925,672,1482,2,1,140000
842,10440,1904,650,1539,2,2,157500
843,9020,1966,1127,1165,1,2,174900
844,8000,1961,1800,1800,2,0,141000
845,12665,1915,876,1416,1,3,153900
846,16647,1975,1390,1701,2,2,171000
847,9317,1993,740,1775,2,2,213000
848,15523,1972,864,864,1,1,133500
849,45600,1908,907,2358,3,2,240000
850,9600,1976,528,1855,2,2,187000
851,4435,2003,848,848,1,2,131500
852,3196,2003,1273,1456,2,2,215000
853,7128,1941,918,1646,2,1,164000
854,12095,1964,1127,1445,1,2,158000
855,17920,1955,1763,1779,1,2,170000
856,6897,1962,1040,1040,1,1,127000
857,10970,1978,940,1026,1,2,147000
858,8125,1994,702,1481,2,2,174000
859,10400,1976,1090,1370,2,2,152000
860,11029,1968,1054,2654,2,2,250000
861,7642,1918,912,1426,1,1,189950
862,11625,1965,1039,1039,1,2,131500
863,9672,1984,1040,1097,2,2,152000
864,7931,1959,1148,1148,1,1,132500
865,8640,2007,1372,1372,2,2,250580
866,8750,1970,1002,1002,1,2,148500
867,10656,2006,1638,1646,2,3,248900
868,6970,1961,1040,1120,1,2,129000
869,14762,1948,0,2320,2,2,169000
870,9938,1993,1050,1949,2,2,236000
871,6600,1962,894,894,1,1,109500
872,8750,1998,804,1682,2,2,200500
873,8892,1953,105,910,1,2,116000
874,12144,1949,832,1268,1,1,133000
875,5720,1941,676,1131,1,1,66500
876,9000,2007,1184,2610,2,2,303477
877,25286,1963,1064,1040,1,2,132250
878,8834,2004,1462,2224,2,3,350000
879,11782,1961,1109,1155,1,2,148000
880,7000,1978,864,864,1,1,136500
881,7024,2005,1090,1090,1,2,157000
882,13758,1990,1156,1717,2,2,187500
883,9636,1992,808,1593,2,2,178000
884,6204,1912,795,2230,1,1,118500
885,7150,1967,892,892,1,1,100000
886,5119,1999,1698,1709,2,2,328900
887,8393,1959,1626,1712,2,2,145000
888,16466,1955,816,1393,1,1,135500
889,15865,1970,2217,2217,2,2,268000
890,12160,1953,1505,1505,1,2,149500
891,8064,1949,672,924,1,2,122900
892,11184,1978,918,1683,2,2,172500
893,8414,1963,1059,1068,1,1,154500
894,13284,1954,1383,1383,1,1,165000
895,7018,1979,0,1535,2,2,118858
896,7056,1963,780,1796,1,2,140000
897,8765,1936,951,951,1,1,106500
898,7018,1979,0,2240,2,2,142953
899,12919,2009,2330,2364,2,3,611657
900,6993,1961,912,1236,1,1,135000
901,7340,1971,858,858,1,1,110000
902,8712,1957,992,1306,1,1,153000
903,7875,2003,783,1509,2,2,180000
904,14859,2006,1670,1670,2,3,240000
905,6173,1967,876,902,1,1,125500
906,9920,1954,1056,1063,1,1,128000
907,13501,2006,1623,1636,2,3,255000
908,11500,1936,1017,2057,1,1,250000
909,8885,1983,864,902,1,2,131000
910,12589,2005,742,1484,2,2,174000
911,11600,1960,1105,2274,2,2,154300
912,9286,1977,1268,1268,1,1,143500
913,6120,1925,768,1015,1,1,88000
914,6270,1949,1001,2002,2,3,145000
915,3000,2009,612,1224,2,2,173733
916,2001,1970,546,1092,1,1,75000
917,9000,1949,480,480,0,1,35311
918,17140,1956,1134,1229,1,1,135000
919,13125,1991,1104,2127,2,3,238000
920,11029,1958,1184,1414,1,2,176500
921,8462,1994,928,1721,2,2,201000
922,8777,1900,1272,2200,2,0,145900
923,10237,2005,1316,1316,2,2,169990
924,8012,1993,1604,1617,2,2,193000
925,10240,1980,1686,1686,2,2,207500
926,15611,1977,1126,1126,2,2,175000
927,11999,2003,1181,2374,2,3,285000
928,9900,1968,832,1978,2,2,176000
929,11838,2001,1753,1788,2,2,236500
930,13006,1997,964,2236,2,2,222000
931,8925,2007,1466,1466,2,3,201000
932,9100,1965,925,925,1,1,117500
933,11670,2006,1905,1905,2,3,320000
934,8487,2004,1500,1500,2,2,190000
935,27650,1960,585,2069,2,2,242000
936,5825,1926,600,747,1,2,79900
937,10083,2003,1176,1200,2,2,184900
938,9675,2005,1113,1971,2,2,253000
939,8760,2006,1391,1962,2,3,239799
940,24090,1940,1032,2403,2,1,244400
941,12640,1976,1728,1728,2,2,150900
942,8755,1999,992,2060,2,2,214000
943,7711,1977,1440,1440,2,0,150000
944,25000,1967,1632,1632,2,2,143000
945,14375,1958,819,1344,1,2,137500
946,8820,1890,1088,1869,1,2,124900
947,8163,1959,1144,1144,1,1,143000
948,14536,2002,1616,1629,2,3,270000
949,14006,2002,936,1776,2,2,192500
950,9360,1972,1161,1381,1,2,197500
951,7200,1950,864,864,1,2,129000
952,7800,1965,828,965,1,1,119900
953,7200,1972,768,768,1,1,133900
954,11075,1969,784,1968,2,2,172000
955,9400,1975,945,980,2,0,127500
956,7136,1946,979,1958,2,2,145000
957,1300,1980,561,1229,1,2,124000
958,7420,1962,1057,1057,1,2,132000
959,8450,2003,1337,1337,2,2,185000
960,2572,1999,696,1416,2,2,155000
961,7207,1958,858,858,1,0,116500
962,12227,1977,1330,2872,2,2,272000
963,2308,1976,804,1548,2,2,155000
964,11923,2007,1800,1800,2,2,239000
965,11316,2002,817,1894,2,2,214900
966,10237,2005,783,1484,2,2,178900
967,9600,1940,728,1308,1,1,160000
968,7390,1955,1098,1098,1,1,135000
969,5925,1910,600,968,1,0,37900
970,10382,1958,588,1095,1,1,140000
971,10800,1949,720,1192,1,0,135000
972,2268,2003,764,1626,2,2,173000
973,7892,1979,918,918,2,1,99500
974,11639,2007,1428,1428,2,2,182000
975,11414,1910,728,2019,1,2,167500
976,2651,2000,673,1382,2,2,165000
977,5900,1923,440,869,1,0,85500
978,4274,2006,1241,1241,1,2,199900
979,9450,1954,894,894,1,2,110000
980,8816,1963,1121,1121,1,2,139000
981,12122,1961,944,999,1,2,178400
982,12203,1998,1225,2612,2,3,336000
983,3182,2007,1266,1266,2,2,159895
984,11250,2002,1128,2290,2,2,255900
985,10125,1977,0,1734,2,2,126000
986,10880,1950,1164,1164,1,1,125000
987,5310,1910,485,1635,1,1,117000
988,10159,2009,1930,1940,2,3,395192
989,12046,1976,848,2030,2,2,195000
990,8125,2006,770,1576,2,2,197000
991,9452,1997,1396,2392,2,3,348000
992,17671,1882,916,1742,1,2,168000
993,9760,1964,822,1851,2,2,187000
994,8846,2005,750,1500,2,2,173900
995,12456,2006,1700,1718,2,3,337500
996,4712,1946,747,1230,1,1,121600
997,10659,1961,1050,1050,1,1,136500
998,11717,1970,1442,1442,2,2,185000
999,9786,1922,1007,1077,1,1,91000
1000,6762,2006,1187,1208,2,2,206000
1001,10206,1952,0,944,1,2,82000
1002,5400,1920,691,691,1,1,86000
1003,11957,2006,1574,1574,2,3,232000
1004,11500,1976,1680,1680,2,2,136905
1005,3182,2005,1346,1504,2,2,181000
1006,8385,1977,985,985,2,1,149900
1007,12155,1970,1657,1657,2,2,163500
1008,2217,1970,546,1092,1,1,88000
1009,12118,2004,1710,1710,2,2,240000
1010,6000,1926,1008,1522,2,0,102000
1011,21286,1948,720,1271,2,1,135000
1012,9825,1965,0,1664,2,0,100000
1013,10592,1923,602,1502,1,1,165000
1014,7200,1910,1022,1022,1,1,85000
1015,11664,1948,1082,1082,1,1,119200
1016,8400,2001,810,1665,2,2,227000
1017,11883,1996,1504,1504,2,2,203000
1018,5814,1984,1220,1360,1,2,187500
1019,10784,1991,384,1472,2,2,160000
1020,3013,2005,1362,1506,2,2,213490
1021,7024,2005,1132,1132,1,2,176000
1022,7406,2006,1199,1220,2,2,194000
1023,9439,1930,912,1248,1,1,87000
1024,3182,2005,1346,1504,2,2,191000
1025,15498,1976,1565,2898,2,2,287000
1026,7700,1972,882,882,1,2,112500
1027,9300,1960,1268,1264,1,2,167500
1028,9520,2007,1638,1646,2,3,293077
1029,9492,1941,768,1376,1,1,105000
1030,1680,1972,672,1218,1,1,118000
1031,7082,1916,686,1928,2,0,160000
1032,15863,1920,824,3082,2,2,197000
1033,14541,1993,1338,2520,2,3,310000
1034,8125,2002,1654,1654,2,3,230000
1035,6305,1938,920,954,1,1,119750
1036,11500,1957,0,845,1,1,84000
1037,12898,2007,1620,1620,2,3,315500
1038,9240,2001,1055,2263,2,2,287000
1039,1533,1970,546,1344,1,0,97000
1040,1477,1970,630,630,1,1,80000
1041,13125,1957,1134,1803,2,2,155000
1042,9130,1966,800,1632,1,2,173000
1043,5381,2005,1306,1306,2,2,196000
1044,11839,1990,1475,2329,2,2,262280
1045,9600,1981,2524,2524,2,2,278000
1046,13680,1955,0,1733,2,2,139600
1047,16056,2005,1992,2868,3,3,556581
1048,9245,1994,990,990,1,2,145000
1049,21750,1960,0,1771,1,2,115000
1050,11100,1946,0,930,1,1,84900
1051,8993,2007,1302,1302,2,2,176485
1052,11175,2007,1316,1316,2,2,200141
1053,9500,1964,816,1977,1,2,165000
1054,8562,1957,1216,1526,1,1,144500
1055,11367,2002,1065,1989,2,2,255000
1056,11361,1976,1193,1523,2,2,180000
1057,7052,2005,1364,1364,2,2,185850
1058,29959,1994,973,1850,2,2,248000
1059,11308,2008,1104,2184,2,3,335000
1060,11275,1932,854,1991,1,2,220000
1061,4920,2001,1338,1338,2,2,213500
1062,18000,1935,894,894,1,3,81000
1063,13600,1900,662,2337,2,2,90000
1064,6000,1925,1103,1103,1,2,110500
1065,11000,1966,1154,1154,1,2,154000
1066,14000,1996,1306,2260,2,2,328000
1067,7837,1993,799,1571,2,2,178000
1068,9760,1964,780,1611,1,2,167900
1069,3964,1973,942,2521,2,2,151400
1070,9600,1949,845,893,1,2,135000
1071,10152,1956,1048,1048,1,1,135000
1072,11700,1968,727,1556,1,2,154000
1073,7585,1948,810,1456,1,1,91500
1074,7950,1977,690,1426,1,2,159500
1075,8556,2006,1240,1240,2,3,194000
1076,13125,1940,800,1740,1,1,219500
1077,10800,1936,796,1466,2,2,170000
1078,15870,1969,1096,1096,1,1,138800
1079,4435,2004,848,848,1,2,155900
1080,8775,1994,990,990,1,1,126000
1081,11040,1971,1258,1258,2,2,145000
1082,7500,1963,1040,1040,1,1,133000
1083,8749,2002,1459,1459,2,2,192000
1084,8800,1964,1251,1251,1,1,160000
1085,13031,1995,691,1498,2,2,187500
1086,9069,1992,936,996,1,2,147000
1087,1974,1973,546,1092,1,1,83500
1088,10574,2005,1082,1953,2,3,252000
1089,2522,2004,970,1709,2,2,137500
1090,3316,2005,1247,1247,1,2,197000
1091,8544,1950,0,1040,2,2,92900
1092,2160,1999,600,1252,2,2,160000
1093,8400,1925,1181,1694,2,2,136500
1094,9230,1965,864,1200,1,2,146000
1095,5868,1956,936,936,1,1,129000
1096,9317,2006,1314,1314,2,2,176432
1097,6882,1914,684,1355,1,0,127000
1098,3696,1986,1074,1088,1,2,170000
1099,6000,1936,672,1324,1,1,128000
1100,11880,1978,1271,1601,2,2,157000
1101,8400,1920,290,438,1,1,60000
1102,9758,1971,950,950,1,1,119500
1103,7000,1960,1010,1134,1,1,135000
1104,8910,1959,655,1194,1,2,159500
1105,2016,1970,630,1302,2,2,106000
1106,12256,1994,1463,2622,2,2,325000
1107,10357,1990,910,1442,2,2,179900
1108,23257,2006,868,2021,2,2,274725
1109,8063,2000,924,1690,2,2,181000
1110,11362,2004,1836,1836,2,3,280000
1111,8000,1995,773,1658,2,2,188000
1112,10480,1976,803,1964,2,2,205000
1113,7100,1957,816,816,1,1,129900
1114,8923,1953,1008,1008,1,1,134500
1115,5400,1954,833,833,1,1,117000
1116,12085,2007,1734,1734,2,3,318000
1117,7750,2002,408,1419,2,2,184100
1118,9764,1967,894,894,1,2,130000
1119,13825,1958,533,1601,1,1,140000
1120,7560,1959,1040,1040,1,1,133700
1121,8263,1920,1012,1012,1,1,118400
1122,10084,2005,1552,1552,2,3,212900
1123,8926,1956,672,960,1,1,112000
1124,9405,1947,698,698,1,0,118000
1125,9125,1992,384,1482,2,2,163900
1126,10434,1955,1005,1005,1,2,115000
1127,3684,2007,1373,1555,2,3,174000
1128,14572,2004,1530,1530,2,3,259000
1129,11796,2004,847,1959,2,2,215000
1130,7200,1980,936,936,1,2,140000
1131,7804,1928,1122,1981,2,2,135000
1132,10712,1991,974,974,1,0,93500
1133,9900,1880,1008,2210,2,1,117500
1134,9828,1995,1128,2020,2,2,239500
1135,8773,1997,916,1600,2,2,169000
1136,6180,1926,960,986,1,1,102000
1137,9600,1950,1032,1252,1,1,119000
1138,6342,1875,780,1020,1,0,94000
1139,9819,1977,1567,1567,2,2,196000
1140,8731,1920,915,1167,1,2,144000
1141,7350,1951,952,952,1,2,139000
1142,10304,1976,780,1868,2,2,197500
1143,9965,2006,1466,2828,3,3,424870
1144,9000,1959,1006,1006,1,0,80000
1145,12180,1941,672,924,1,1,80000
1146,6240,1928,1042,1576,1,1,149000
1147,11200,1985,1298,1298,2,2,180000
1148,12000,1941,704,1564,1,1,174500
1149,5700,1926,572,1111,1,1,116900
1150,9000,1920,650,1482,1,2,143000
1151,8280,1950,932,932,1,1,124000
1152,17755,1959,1466,1466,1,2,149900
1153,14115,1956,1073,1811,1,2,230000
1154,5890,1930,816,816,1,1,120500
1155,13700,1965,864,1820,1,2,201800
1156,10768,1976,1437,1437,2,2,218000
1157,9350,1965,1219,1265,2,2,179900
1158,5001,2007,1314,1314,2,2,230000
1159,11932,2007,1580,1580,2,3,235128
1160,9120,1974,901,1876,2,2,185000
1161,2280,1978,855,1456,2,2,146000
1162,14778,1954,1296,1640,1,2,224000
1163,8724,1968,894,894,1,2,129000
1164,12900,1969,1198,1258,0,2,108959
1165,16157,1978,1360,1432,1,2,194000
1166,9541,2009,1502,1502,2,2,233170
1167,10475,2008,1694,1694,2,3,245350
1168,10852,2000,959,1671,2,2,173000
1169,13728,1935,1127,2108,2,2,235000
1170,35760,1995,1930,3627,3,3,625000
1171,9880,1977,1096,1118,1,1,171000
1172,9120,1958,1261,1261,1,2,163000
1173,4017,2006,625,1250,2,2,171900
1174,18030,1946,1598,3086,3,0,200500
1175,16560,1932,952,2345,2,2,239000
1176,10678,1992,1683,2872,2,2,285000
1177,6951,1984,876,923,1,1,119500
1178,3950,1926,818,1224,1,1,115000
1179,7681,1921,731,1343,1,1,154900
1180,8335,1954,0,1124,1,0,93000
1181,11170,1990,1216,2514,2,2,250000
1182,5587,2008,1600,1652,2,2,392500
1183,15623,1996,2396,4476,3,3,745000
1184,10800,1920,1120,1130,1,2,120000
1185,35133,1963,1572,1572,1,3,186700
1186,9738,1924,784,1221,1,1,104900
1187,10615,1900,978,1699,2,2,95000
1188,12461,1994,1624,1624,2,3,262000
1189,8935,2002,831,1660,2,2,195000
1190,7500,1999,994,1804,2,2,189000
1191,32463,1961,1249,1622,1,4,168000
1192,2645,1999,776,1441,2,2,174000
1193,9600,1925,702,1472,1,1,125000
1194,4500,1999,1224,1224,2,2,165000
1195,9364,1969,663,1352,1,1,158000
1196,8029,2005,728,1456,2,2,176000
1197,14054,2006,879,1863,2,3,219210
1198,8850,1916,815,1690,1,1,144000
1199,9100,2001,1212,1212,2,2,178000
1200,11235,1963,1051,1382,1,2,148000
1201,9353,1970,864,864,1,1,116050
1202,10400,1998,866,1779,2,2,197900
1203,6000,1925,884,1348,1,1,117000
1204,9750,2000,1630,1630,2,2,213000
1205,10140,1975,1056,1074,1,2,153500
1206,14684,1990,2158,2196,2,3,271900
1207,8900,1966,1056,1056,1,1,107000
1208,9135,2003,1682,1700,2,2,200000
1209,7763,1962,931,1283,1,2,140000
1210,10182,2006,1660,1660,2,2,290000
1211,11218,1992,1055,1845,2,2,189000
1212,12134,1988,559,1752,2,2,164000
1213,9340,1941,672,672,1,1,113000
1214,10246,1965,648,960,0,1,145000
1215,10205,1962,925,999,1,1,134500
1216,7094,1966,894,894,1,1,125000
1217,8930,1978,0,1902,2,2,112000
1218,8640,2009,1300,1314,2,2,229456
1219,6240,1947,0,912,1,0,80500
1220,1680,1971,672,1218,1,0,91500
1221,7800,1964,912,912,1,1,115000
1222,8250,1968,952,1211,1,1,134000
1223,10496,1949,1040,1846,2,1,143000
1224,10680,1951,2136,2136,2,2,137900
1225,15384,2004,788,1490,2,2,184000
1226,10482,1958,588,1138,1,1,145000
1227,14598,2007,894,1933,2,3,214000
1228,8872,1965,912,912,1,2,147000
1229,8769,2008,1702,1702,1,3,367294
1230,7910,1960,1075,1507,2,1,127000
1231,18890,1977,1361,2620,2,2,190000
1232,7728,1962,1106,1190,1,2,132500
1233,9842,1962,0,1224,2,2,101800
1234,12160,1959,1188,1188,1,2,142000
1235,8525,1911,940,1964,1,0,130000
1236,13132,1914,747,1784,1,1,138887
1237,2628,2003,764,1626,2,2,175500
1238,12393,2004,847,1948,2,2,195000
1239,13072,2005,1141,1141,1,2,142500
1240,9037,2006,1476,1484,2,2,265900
1241,8158,2003,884,1768,2,2,224900
1242,9849,2007,1689,1689,2,3,248328
1243,10625,1974,1053,1173,2,2,170000
1244,13891,2006,2076,2076,2,3,465000
1245,11435,1929,792,1517,1,2,230000
1246,12090,1984,585,1868,3,2,178000
1247,8125,2005,756,1553,2,2,186500
1248,12328,1976,1012,1034,1,3,169900
1249,9600,1917,735,2058,1,2,129500
1250,7200,1950,876,988,1,1,119000
1251,11160,1968,2110,2110,2,2,244000
1252,3136,2003,1405,1405,2,2,171750
1253,9858,1968,864,874,1,1,130000
1254,17542,1974,1192,2167,2,2,294000
1255,6931,2003,746,1656,2,2,165400
1256,6240,1931,884,1367,1,1,127500
1257,14303,1994,1986,1987,2,2,301500
1258,4060,1922,864,864,1,0,99900
1259,9587,2005,856,1166,2,2,190000
1260,9750,1969,1054,1054,1,2,151000
1261,24682,1999,841,1675,2,2,181000
1262,9600,1956,1050,1050,1,1,128900
1263,11250,1957,1104,1788,1,1,161500
1264,13515,1919,764,1824,1,2,180500
1265,4060,1998,1405,1337,2,2,181000
1266,3735,1999,691,1452,2,2,183900
1267,10120,1910,925,1889,1,1,122000
1268,13214,2008,2002,2018,2,3,378500
1269,14100,1935,728,3447,3,3,381000
1270,11344,1958,874,1524,1,1,144000
1271,23595,1979,1332,1524,0,2,260000
1272,9156,1968,1489,1489,2,2,185750
1273,13526,1965,935,935,1,1,137000
1274,11512,1959,1019,1357,1,1,177000
1275,5362,1910,661,1250,2,2,139000
1276,11345,1948,928,1920,2,2,137000
1277,12936,1972,723,1395,1,2,162000
1278,17871,1967,1680,1724,1,2,197900
1279,9473,2002,1128,2031,2,2,237000
1280,7500,1920,698,1128,1,2,68400
1281,9808,2002,1573,1573,2,2,227000
1282,8049,1990,1309,1339,2,2,180000
1283,8800,1977,1040,1040,2,2,150500
1284,9400,1971,912,1824,2,0,139000
1285,9638,1919,804,2447,2,1,169000
1286,6000,1939,780,1412,1,1,132500
1287,9790,1963,1328,1328,1,2,143000
1288,36500,1964,1624,1582,2,2,190000
1289,5664,2000,1501,1659,2,2,278000
1290,11065,2006,1085,1970,2,3,281000
1291,14112,1964,1152,1152,1,2,180500
1292,1680,1972,630,1302,2,1,119500
1293,6600,1892,994,2372,2,1,107500
1294,10140,1976,832,1664,2,2,162900
1295,8172,1955,864,864,1,2,115000
1296,8400,1968,1052,1052,1,1,138500
1297,8700,1963,1120,1128,2,2,155000
1298,3675,2005,547,1072,2,2,140000
1299,63887,2008,6110,5642,2,2,160000
1300,7500,1959,1246,1246,1,1,154000
1301,10762,1999,978,1983,2,2,225000
1302,7500,1942,771,1494,1,1,177500
1303,10120,1994,1165,2526,2,3,290000
1304,8688,2005,1616,1616,2,3,232000
1305,3363,2004,976,1708,2,2,130000
1306,13173,2006,1652,1652,2,2,325000
1307,6955,2005,1368,1368,2,2,202500
1308,8072,1994,990,990,1,2,138000
1309,12000,1948,924,1122,1,2,147000
1310,7153,1991,1278,1294,2,2,179200
1311,17500,1959,1902,1902,2,2,335000
1312,8814,2005,1274,1274,2,2,203000
1313,9572,1990,1453,2810,2,2,302000
1314,14774,1999,1393,2599,2,3,333168
1315,8190,1954,948,948,1,1,119000
1316,11075,1969,952,2112,2,2,206900
1317,10226,2008,1622,1630,2,3,295493
1318,4230,2006,1352,1352,2,2,208900
1319,14781,2001,1753,1787,2,3,275000
1320,10215,1954,864,948,1,1,111000
1321,8400,1957,1478,1478,1,2,156500
1322,6627,1949,0,720,1,1,72500
1323,10186,1992,750,1923,2,2,190000
1324,5330,1940,420,708,1,0,82500
1325,9986,2006,1795,1795,2,3,147000
1326,3636,1922,796,796,1,0,55000
1327,4270,1931,544,774,1,0,79000
1328,6600,1982,816,816,1,1,130500
1329,10440,1920,1510,2792,2,2,256000
1330,9084,1998,935,1632,2,2,176500
1331,10000,2006,1588,1588,2,3,227000
1332,10780,1976,911,954,1,2,132500
1333,8877,1938,816,816,1,1,100000
1334,7200,1938,803,1360,1,1,125500
1335,2368,1970,765,1365,1,2,125000
1336,9650,1977,1350,1334,2,2,167900
1337,9246,1973,1656,1656,2,2,135000
1338,4118,1941,693,693,1,0,52500
1339,13450,2002,916,1861,2,2,200000
1340,9560,1972,864,864,1,1,128500
1341,8294,1971,858,872,1,4,123000
1342,13695,2003,1114,1114,1,2,155000
1343,9375,2002,1284,2169,2,2,228500
1344,7558,1928,896,1913,1,2,177000
1345,11103,2006,728,1456,2,2,155835
1346,6000,1920,960,960,1,1,108500
1347,20781,1968,1568,2156,2,2,262500
1348,15306,2006,1732,1776,2,3,283463
1349,16196,1998,1482,1494,2,2,215000
1350,5250,1872,684,2358,2,0,122000
1351,11643,1969,1248,2634,2,4,200000
